"Points:0","Points:1","Points:2"
4.0936,0.80375,0
4.1157,0.20576,0
0.82849,1.3511,0
3.5777,-1.3324,0
2.5583,1.6695,0
0.08054,1.2208,0
4.069,1.3825,0
3.6454,1.7746,0
-0.03984,-0.62724,0
2.7539,2.3339,0
1.4368,-0.51269,0
1.7512,-0.75123,0
1.8592,3.5395,0
1.8038,3.2346,0
3.4631,0.46857,0
0.17794,-1.0507,0
2.2644,1.2567,0
2.8216,-0.63737,0
2.405,2.7327,0
1.3659,0.11675,0
1.3053,3.5813,0
4.5994,1.9226,0
1.664,3.5221,0
1.4784,-0.063592,0
2.7104,2.0392,0
2.7829,2.1733,0
2.9914,1.8101,0
3.1468,1.1616,0
2.9495,1.6227,0
0.20186,1.2036,0
2.863,2.0712,0
4.0373,-0.097363,0
